candidate,age,stage,anchor_index,noise_start_t,accepted,pass_feature,pass_memorization_floor,pass_ood_ceiling,pass_amplitude,feature_z_max,nearest_real_distance,max_abs_normalized
300,0,0,25,20,0,0,1,1,1,6.641529560089111,0.033713892102241516,0.9836264252662659
301,0,1,39,25,1,1,1,1,1,4.783405303955078,0.06766276061534882,1.2443370819091797
302,1,0,98,14,0,0,1,1,1,7.243966579437256,0.041114453226327896,1.0641627311706543
303,1,2,112,21,1,1,1,1,1,2.6067566871643066,0.03852268308401108,1.032888412475586
304,1,1,104,11,1,1,1,1,1,4.186257839202881,0.042488355189561844,1.1520298719406128
305,1,2,108,19,1,1,1,1,1,2.554727792739868,0.04431379586458206,0.9207027554512024
306,0,2,44,17,0,0,1,1,1,9.17916202545166,0.04108491167426109,0.8754985928535461
307,1,1,103,8,1,1,1,1,1,4.419259548187256,0.036574043333530426,1.1747506856918335
308,0,0,1,16,0,0,1,1,1,9.928300857543945,0.03340272232890129,1.0755915641784668
309,0,2,56,23,1,1,1,1,1,1.3858222961425781,0.03545422479510307,0.6833106279373169
310,1,2,106,24,1,1,1,1,1,2.322948932647705,0.0639180839061737,1.0511231422424316
311,1,1,104,17,1,1,1,1,1,4.165463924407959,0.04195807874202728,1.1189366579055786
312,1,1,104,12,1,1,1,1,1,4.245955467224121,0.045134492218494415,1.1855336427688599
313,1,1,104,12,1,1,1,1,1,4.24990177154541,0.04892582446336746,1.1783475875854492
314,1,2,112,14,1,1,1,1,1,2.87813663482666,0.02788919024169445,1.067737340927124
315,0,1,39,14,1,1,1,1,1,4.6969804763793945,0.05296889692544937,1.1879199743270874
316,1,1,103,8,1,1,1,1,1,4.464395523071289,0.03556486964225769,1.1815037727355957
317,0,2,63,15,1,1,1,1,1,3.812844753265381,0.037097539752721786,0.823161780834198
318,0,2,61,17,1,1,1,1,1,2.1547889709472656,0.029580337926745415,0.776279866695404
319,0,1,39,23,1,1,1,1,1,4.811165809631348,0.062194645404815674,1.3187533617019653
320,1,1,103,11,1,1,1,1,1,4.491769790649414,0.03814304992556572,1.1878679990768433
321,0,2,53,18,1,1,1,1,1,2.5509417057037354,0.043246686458587646,0.7094360589981079
322,1,0,99,11,0,0,1,1,1,5.185656547546387,0.04691939800977707,0.9309374690055847
323,1,2,112,11,1,1,1,1,1,2.996981143951416,0.02788989245891571,1.0521296262741089
324,1,2,121,14,1,1,1,1,1,3.112790584564209,0.03230515494942665,1.069384217262268
325,1,1,104,18,1,1,1,1,1,4.292651653289795,0.06495234370231628,1.202994704246521
326,1,2,113,22,1,1,1,1,1,4.157059192657471,0.03724190220236778,1.084181785583496
327,0,2,49,13,1,1,1,1,1,1.2069857120513916,0.04263325035572052,0.7476990222930908
328,1,2,120,23,1,1,1,1,1,4.083291053771973,0.03932598605751991,1.0864580869674683
329,1,1,103,15,1,1,1,1,1,4.502111911773682,0.04857940971851349,1.2032843828201294
330,1,0,73,10,0,0,1,1,1,7.1628570556640625,0.023126063868403435,1.0529314279556274
331,0,2,48,20,1,1,1,1,1,2.242286205291748,0.04304462671279907,0.6967288255691528
332,0,0,35,24,0,0,1,1,1,9.078041076660156,0.04584001004695892,0.9563408493995667
333,0,1,38,20,1,1,1,1,1,4.353643894195557,0.08562663197517395,1.1230615377426147
334,0,2,58,25,1,1,1,1,1,2.683234214782715,0.028706887736916542,0.6733717918395996
335,1,1,104,8,1,1,1,1,1,4.221762180328369,0.0296101626008749,1.191877007484436
336,1,0,65,17,0,0,1,1,1,13.288497924804688,0.03356027603149414,1.045812726020813
337,0,1,39,10,1,1,1,1,1,4.7528533935546875,0.0366862453520298,1.1690222024917603
338,1,2,119,11,1,1,1,1,1,3.648715019226074,0.03632451221346855,1.051734209060669
339,1,1,104,18,1,1,1,1,1,4.20654821395874,0.05297441408038139,1.1944973468780518
340,0,0,6,24,0,0,1,1,1,12.259541511535645,0.04410453885793686,1.1111499071121216
341,0,2,45,16,1,1,1,1,1,1.8382978439331055,0.03789937123656273,0.7792998552322388
342,1,0,80,13,0,0,1,1,1,11.138534545898438,0.029136821627616882,1.0136743783950806
343,0,2,46,25,1,1,1,1,1,2.1807146072387695,0.05018005892634392,0.7573272585868835
344,0,0,26,20,0,0,1,1,1,10.531386375427246,0.05202609300613403,1.063095211982727
345,1,1,104,12,1,1,1,1,1,4.161418437957764,0.056882768869400024,1.095760464668274
346,0,1,38,22,1,1,1,1,1,4.383565425872803,0.06803356856107712,1.2252217531204224
347,1,2,116,22,1,1,1,1,1,2.381277084350586,0.03578934073448181,1.0096830129623413
348,0,0,31,15,0,0,1,1,1,7.612177848815918,0.046398501843214035,1.3709434270858765
349,0,0,36,9,0,0,1,1,1,7.096959114074707,0.04015002027153969,0.996751070022583
350,1,0,70,10,0,0,1,1,1,9.262194633483887,0.030377095565199852,1.0365190505981445
351,0,2,48,18,1,1,1,1,1,0.8579898476600647,0.03674480319023132,0.7249016761779785
352,0,1,38,21,1,1,1,1,1,4.3665595054626465,0.07137145847082138,1.2524211406707764
353,1,1,103,24,1,1,1,1,1,4.353374004364014,0.05904092639684677,1.1717281341552734
354,0,1,38,17,1,1,1,1,1,4.278112888336182,0.05845821648836136,1.1715816259384155
355,0,0,29,16,1,1,1,1,1,4.972545146942139,0.05602317303419113,1.3600513935089111
356,0,2,52,15,1,1,1,1,1,3.785182237625122,0.03560812026262283,0.7159916162490845
357,1,0,76,21,0,0,1,1,1,5.161319732666016,0.021083958446979523,1.0482311248779297
358,0,0,12,22,0,0,1,1,1,5.526034355163574,0.03824338689446449,1.0878533124923706
359,0,2,62,16,1,1,1,1,1,2.5149762630462646,0.028115127235651016,0.7049424052238464
